id,drug_id,description
5432,8932,Take separate from meals. Take at least one hour before or two hours after a meal.
7080,8934,"Avoid alcohol. Ingesting alcohol may compromise the extended-release dosage form of levomilnacipran, causing an accelerated release of the drug, increasing its serum concentration."
7077,8934,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Taking herbs with antiplatelet or anticoagulant activity may increase the risk of bleeding. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
7083,8934,Exercise caution with grapefruit products. Grapefruit is a moderate to strong CYP3A4 inhibitor. Do not exceed a maximum levomilnacipran dose of 80mg daily when taking strong CYP3A4 inhibitors.
8540,8934,Exercise caution with St. John's Wort. Administering levomilnacipran with St. John's Wort may increase the risk of serotonin syndrome.
7074,8934,Take with or without food.
7092,8946,Avoid multivalent ions. Cations should be separated from dolutegravir administration by 2 hours before and 6 hours after cation administration. Cations can be administered with dolutegravir if given with food.
7098,8946,Avoid St. John's Wort.
7089,8946,"Take with or without food. Food, particularly high-fat meals, may increase the AUC, Cmax, and Tmax of dolutegravir."
7104,8947,Avoid St. John's Wort. This herb induces the CYP3A4 metabolism of riociguat and may reduce its serum concentration.
7107,8947,Take separate from antacids. Take at least 1 hour before or after antacids. Aluminum or magnesium hydroxide antacids may reduce riociguat absorption.
7101,8947,Take with or without food.
4532,8948,Take with or without food.
4505,8950,Take with or without food.
1520,8952,"Avoid echinacea. Echinacea should be used with caution, if at all, in patients receiving therapeutic immunosuppressants. Monitor for reduced efficacy of the immunosuppressant during concomitant use."
7113,8953,Avoid excessive or chronic alcohol consumption. Alcohol may increase the drowsiness caused by chlorcyclizine.
7110,8955,Avoid alcohol.
7122,8993,Avoid alcohol. Consuming alcohol increases the risk of gastrointestinal irritation.
7125,8993,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Herbs with anticoagulant effects may increase the risk of gastrointestinal bleeding. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
7116,8993,Take after a meal. Food reduces gastric irritation.
7119,8993,Take with a full glass of water.
9467,9013,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
7128,9014,Take with or without food.
9940,9039,Avoid milk and dairy products. Take at least 1 hour before or after antacids and milk.
7131,9039,Take separate from antacids. Take at least 1 hour before or after antacids and milk.
7134,9045,Do not take with or immediately after a high-fat meal. The absorption of aliskiren is substantially reduced by taking it with high-fat meals.
7137,9045,Take with or without food. Take consistently at the same time in regard to meals.
7149,9046,Avoid St. John's Wort. This herb induces PGP and may reduce the serum concentration of ledipasvir.
7152,9046,Take separate from antacids. Take at least 4 hours before or after antacids.
7146,9046,Take with or without food.
7188,9049,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Additive antiplatelet activity may increase the risk of bleeding. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
7185,9049,Avoid St. John's Wort. This herb induces the CYP3A metabolism of vorapaxar and may reduce its serum concentration.
8543,9049,"Exercise caution with grapefruit products. Coadministration of vorapaxar with moderate CYP3A4 inhibitors does not require intervention, but coadministration with strong inhibitors should be avoided."
7182,9049,Take with or without food.
7194,9050,Drink plenty of fluids. Preventing dehydration is important to prevent kidney injury.
7191,9050,Take with food. Food reduces gastric irritation.
1522,9054,Avoid grapefruit products.
7197,9058,"Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent."
7203,9059,"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of eliglustat, which may increase its serum concentration."
7206,9059,Avoid St. John's Wort. This herb induces the CYP3A metabolism of eliglustat and may reduce its serum concentration.
7200,9059,Take with or without food.
7212,9062,Take at the same time every day.
7209,9062,Take with or without food.
10069,9065,Take with or without food.
10074,9066,Take with or without food.
7221,9068,"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of netupitant, which may increase its serum concentration."
7218,9068,Avoid St. John's Wort. This herb induces the CYP3A metabolism of netupitant and may reduce its serum concentration.
7215,9068,Take with or without food.
1523,9069,Take on an empty stomach. High-fat food increases drug absorption. Take naloxegol at least 1 hour prior to the first meal of the day or 2 hours after the meal. 
8797,9073,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of ibrutinib."
8802,9073,Avoid St. John's Wort. This herb induces CYP3A4 and may reduce the serum concentration of ibrutinib.
8792,9073,Take at the same time every day.
5141,9073,Take with a full glass of water.
7230,9074,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of idelalisib, which may increase its serum concentration."
7227,9074,Avoid St. John's Wort. This herb induces the CYP3A metabolism of idelalisib and may reduce its serum concentration.
7224,9074,Take with or without food. Taking idelalisib with a high-fat meal may increase the AUC by 1.4 fold.
7236,9081,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.
7239,9081,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of cannabidiol, which may increase its serum concentration. Cannabidiol dose reduction may be necessary if used together."
7242,9081,Avoid St. John's Wort. This herb induces the CYP3A metabolism of cannabidiol and may reduce its serum concentration. The dose of cannabidiol may need to be increased if used together.
7233,9081,Take with food. Taking cannabidiol with food (particularly high-fat food) increases its bioavailability. The absorption of cannabidiol is more consistent when meal macronutrients remain the same.
7248,9084,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of ceritinib, which may increase its serum concentration."
7251,9084,Avoid St. John's Wort. This herb induces the CYP3A metabolism of ceritinib and may reduce its serum concentration.
7245,9084,"Take with food. Food increases the bioavailability of ceritinib. Taking ceritinib in a fasted state increases the risk of adverse gastrointestinal effects like nausea, vomiting, and abdominal pain."
7260,9086,Avoid St. John's Wort. St. John's Wort is contraindicated as it induces the CYP3A metabolism of cobicistat and may reduce its serum concentration.
7257,9086,Take at the same time every day.
7254,9086,Take with food.
7266,9089,Avoid alcohol.
7269,9089,"Avoid St. John's Wort. When administered with vortioxetine, this herb may increase the risk of serotonin syndrome."
7263,9089,Take with or without food.
9935,9090,Take with food. Take during a meal.
9930,9090,Take with plain water. Take with a glass of water.
10084,9091,"Avoid St. John's Wort. St. John's Wort induces CYP3A4, increasing the metabolism of estrogens and progesterone and therefore reducing the efficacy of tibolone."
10079,9091,Take with or without food.
7275,9092,"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of tasimelteon, which may increase its serum concentration. Alternatively, the dose of tasimelteon may need to be modified."
7278,9092,"Avoid St. John's Wort. This herb induces the CYP3A4 metabolism of tasimelteon and may reduce its serum concentration. Alternatively, the dose of tasimelteon may need to be modified."
7272,9092,Take on an empty stomach. The Cmax of tasimelteon is reduced when taken with food.
8441,9093,Avoid alcohol.
8435,9093,Take separate from meals. Take sodium oxybate at least 2 hours after eating for optimal absorption.
7287,9094,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of palbociclib, which may increase its serum concentration."
7290,9094,Avoid St. John's Wort. This herb induces the CYP3A metabolism of palbociclib and may reduce its serum concentration.
7284,9094,Take at the same time every day. This applies to both palbociclib capsules and tablets.
7281,9094,"Take with food. Palbociclib capsules should be taken with food. Some subjects have reduced bioavailability of palbociclib when in a fasted state, therefore taking with food makes the bioavailability more consistent."
7293,9094,Take with or without food. Palbociclib tablets may be taken with or without food.
7299,9095,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of olaparib, which may increase its serum concentration."
7302,9095,Avoid St. John's Wort. This herb induces the CYP3A metabolism of olaparib and may reduce its serum concentration.
7296,9095,Take with or without food.
7308,9096,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Additive anticoagulant activity may increase the risk of bleeding. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
7305,9096,Take with or without food.
7314,9100,"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice). Lenvatinib may cause hypertension as an adverse effect; therefore, there may be additive blood pressure elevation when using hypertensive herbs."
7317,9100,Take at the same time every day.
7311,9100,Take with or without food.
5715,9101,Take with food. Co-administration with food improves absorption.
