synonym,drug_id,score,language,coder,source
"2β,4a-dihydroxy-1-methyl-8-methylene-4aα,4bβ-gibbane-1α,10β-dicarboxylic acid, 1,4a-lactone",7821,good,english,,
GA4,7821,good,english,,
Gibberellin 4,7821,good,english,,
(+)-haloxyfop,7876,good,english,,
(R)-haloxyfop,7876,good,english,,
(R)-haloxyfop-acid,7876,good,english,,
R-haloxyfop-acid,7876,good,english,,
Opaviraline,7890,good,english,inn,UNII
"Isopropyl (2S)-3,4-dihydro-7-methoxy-2-((methylthio)methyl)-3-thioxo-1(2H)-quinoxalinecarboxylate",7891,good,english,,
Talviraline,7891,good,english,inn,UNII
17beta-Estradiol hemisuccinate,7897,good,english,,
beta-Estradiol-17-beta-hemisuccinate,7897,good,english,,
beta-Estradiol-17beta-hemisuccinate,7897,good,english,,
2-(butyryloxy)-1-{[(tetrahydroxyphosphoranyl)oxy]methyl}ethyl butyrate,7904,good,english,,
N2-Acetyl-N-[(2S)-5-chloro-3-oxo-1-phenyl-2-pentanyl]-L-alaninamide,7905,good,english,,
Aigialomycin A,7911,good,english,,
2-(n-heptyl)-4-hydroxyquinoline N-oxide,7924,good,english,,
2-heptyl-4-hydroxyquinoline N-oxide,7924,good,english,,
2-heptyl-4-hydroxyquinoline-N-oxide,7924,good,english,,
2-heptyl-4-quinolinol 1-oxide,7924,good,english,,
HOQNO,7924,good,english,,
HQNO,7924,good,english,,
Banisterine,7925,good,english,,
Leucoharmine,7925,good,english,,
Telepathine,7925,good,english,,
Yageine,7925,good,english,,
Yajeine,7925,good,english,,
"4,4'-(1,2-diethylethylene)diphenol",7937,good,english,,
Erythrohexestrol,7937,good,english,,
Hexanoestrol,7937,good,english,,
Hexestrol,7937,good,english,inn/jan,UNII
Hexoestrolum,7937,good,english,,
"Meso-3,4-di(p-hydroxyphenyl)-n-hexane",7937,good,english,,
Meso-hexestrol,7937,good,english,,
Mesohexestrol,7937,good,english,,
Synoestrolum,7937,good,english,,
"(3aS,4R,9bR)-4-(4-Hydroxyphenyl)-1,2,3,3a,4,9b-hexahydrocyclopenta(c)(1) benzopyran-8-ol",7939,good,english,,
Erteberel,7939,good,english,inn/usan,UNII
2-{4-[5-(4-chlorophenyl)-4-pyrimidin-4-yl-1H-pyrazol-3-yl]piperidin-1-yl}-2-oxoethanol,7949,good,english,,
5-p-chlorophenyl-3-[N-(2-hydroxyacetyl)piperidin-4-yl]-4-pyrimidin-4-yl-1H-pyrazole,7949,good,english,,
(Indol-3-yl)acetate,7956,good,english,,
(indol-3-yl)acetic acid,7956,good,english,,
2-(indol-3-yl)ethanoic acid,7956,good,english,,
3-Indolylessigsäure,7956,good,german,,
heteroauxin,7956,good,english,,
IAA,7956,good,english,,
IES,7956,good,german,,
Indole-3-acetic acid,7956,good,english,,
IAASP,7957,good,english,,
N-(indol-3-ylacetyl)-L-aspartic acid,7957,good,english,,
N-(indol-3-ylacetyl)aspartic acid,7957,good,english,,
N-(indole-3-acetyl)aspartic acid,7957,good,english,,
"1-methyl-3-(2-methylpropyl)-7H-purine-2,6-dione",7960,good,english,,
1-methyl-3-isobutylxanthine,7960,good,english,,
"3-isobutyl-1-methyl-3,7-dihydro-1H-purine-2,6-dione",7960,good,english,,
3-isobutyl-1-methylxanthine,7960,good,english,,
3-Isobutyl-1-methyxanthine,7960,good,english,,
IBMX,7960,good,english,,
6-(Cyclohexylamino)-9-[2-(4-methyl-1-piperazinyl)ethyl]-9H-purine-2-carbonitrile,7971,good,english,,
3-indolyl hydrogen sulfate,7998,good,english,,
3-indolyl sulfate,7998,good,english,,
3-Indoxyl sulfate,7998,good,english,,
3-Indoxylsulfuric acid,7998,good,english,,
Indican,7998,good,english,,
Indol-3-yl hydrogen sulfate,7998,good,english,,
Indol-3-yl sulfate,7998,good,english,,
Indoxyl sulfic acid,7998,good,english,,
Indoxyl sulphate,7998,good,english,,
Indoxyl-3-sulphate,7998,good,english,,
Indoxylsulfuric acid,7998,good,english,,
N-[2-(4-bromocinnamylamino)ethyl]isoquinoline-5-sulfonamide,8001,good,english,,
1-(5-Isoquinolinesulfonyl)-2-methylpiperazine,8002,good,english,,
1-(5-Isoquinolinylsulfonyl)-2-methylpiperazine,8002,good,english,,
Pirodavir,8018,good,english,inn/ban/usan,UNII
Pirodavirum,8018,good,latin,inn,
(3-(N-Hydroxy)carboxamido-2-benzylpropanoyl)alanine,8046,good,english,,
"(1S,6R)-3-{[3-(TRIFLUOROMETHYL)-5,6-DIHYDRO[1,2,4]TRIAZOLO[4,3-A]PYRAZIN-7(8H)-YL]CARBONYL}-6-(2,4,5-TRIFLUOROPHENYL)CYCLOHEX-3-EN-1-AMINE",8050,good,english,,
Wartmannin,8065,good,english,,
"7-methoxy-4-[(6-phenyl[1,2,4]triazolo[4,3-b]pyridazin-3-yl)methoxy]quinoline",8085,good,english,,
(+)-latrunculin B,8086,good,english,,
LAT-B,8086,good,english,,
"6-(Bis-(2,2,2-trifluoroethyl)amino)-4-trifluoromethyl-1H-quinolin-2-one",8095,good,english,,
"4-{[(2,6-dichlorophenyl)carbonyl]amino}-N-piperidin-4-yl-1H-pyrazole-3-carboxamide",8148,good,english,,
Fasudil,8168,good,english,inn,UNII
Methylene blue cation,8173,good,english,,
7-Amino-4-methylcoumarin,8174,good,english,,
"1-(ethoxymethyl)-5-(1-methylethyl)-6-(phenylmethyl)pyrimidine-2,4(1H,3H)-dione",8194,good,english,,
6-benzyl-1-(ethoxymethyl)-5-(1-methylethyl)uracil,8194,good,english,,
Emivirine,8194,good,english,inn/usan,UNII
2-((4-Dimethylamino)phenylazo)benzoic acid,8215,good,english,,
2-[(p-Dimethylamino)phenyl]azobenzoic acid,8215,good,english,,
2-Carboxy-4'-(dimethylamino)azobenzene,8215,good,english,,
4-Dimethylamino-2'-carboxylazobenzene,8215,good,english,,
4'-(Dimethylamino)azobenzene-2-carboxylic acid,8215,good,english,,
4'-Dimethylaminoazobenzene-2-carboxylic acid,8215,good,english,,
C.I. Acid Red 2,8215,good,english,,
o-((p-(Dimethylamino)phenyl)azo)benzoic acid,8215,good,english,,
o-Methyl red,8215,good,english,,
p-(Dimethylamino)azobenzene-o-carboxylic acid,8215,good,english,,
Terbutryn,8221,good,english,,
Terbutryne,8221,good,french,,
"3',4',5,5',7-pentahydroxyflavone",8236,good,english,,
"5,7,3',4',5'-Pentahydroxyflavone",8236,good,english,,
Tricetin,8236,good,english,,
Tricetinidin,8236,good,english,,
1-tridecanecarboxylic acid,8237,good,english,,
N-tetradecan-1-oic acid,8237,good,english,,
N-tetradecanoic acid,8237,good,english,,
Tetradecanoic acid,8237,good,english,,
1-naphthylamine-6-sulfonic acid,8244,good,english,,
"1,6-Cleve's acid",8244,good,english,,
5-aminonaphthalene-2-sulphonic acid,8244,good,english,,
5-naphthylamine-2-sulfonic acid,8244,good,english,,
Cleve's β-acid,8244,good,english,,
α-naphthylamine-6-sulfonic acid,8244,good,english,,
beta-Naphthalenesulfonic acid,8260,good,english,,
beta-Naphthylsulfonic acid,8260,good,english,,
Naphthalene-2-sulfonic acid,8260,good,english,,
β-naphthalenesulfonic acid,8260,good,english,,
β-naphthylsulfonic acid,8260,good,english,,
N-methyl O-nitrophenyl aminoethyldiphosphate beryllium trifluoride,8282,good,english,,
(1-naphthalenyloxy)acetic acid,8292,good,english,,
(1-naphthyloxy)acetic acid,8292,good,english,,
1-naphthyloxyacetic acid,8292,good,english,,
Nocodazol,8319,good,spanish,inn,ChemIDplus
Nocodazole,8319,good,english/french,inn/usan,UNII
Nocodazolum,8319,good,latin,inn,
Oncodazole,8319,good,english,,
2-(2-Hydroxyethylamino)-6-(3-chloroanilino)-9-isopropylpurine,8331,good,english,,
"2,5-Dihydroxyphenylacetic acid",8333,good,english,,
Homogentisate acid,8333,good,english,,
Homogentisic acid,8333,good,english,,
Homogentisinic acid,8333,good,english,,
Sulthiame,8335,good,english,usan,UNII
Sultiame,8335,good,english,,
Sultiamo,8335,good,spanish,inn,
Sultiamum,8335,good,latin,inn,
[2'-CARBOXYLETHYL]-10-METHYL-ANTHRACENE ENDOPEROXIDE,8338,good,english,,
S-Palmitoyl cysteine,8348,good,english,,
1-ethoxy-2-(2-ethoxyethoxy)ethane,8363,good,english,,
1-Ethoxy-2-(beta-ethoxyethoxy)ethane,8363,good,english,,
Diethyl carbitol,8363,good,english,,
Diethyldiethylene glycol,8363,good,english,,
Diethylene glycol diethyl ether,8363,good,english,,
Ethyl diglyme,8363,good,english,,
4-Benzoyl-L-phenylalanine,8377,good,english,,
Para-(benzoyl)-phenylalanine,8377,good,english,,
(3S)-3-Amino-1-chloro-4-phenyl-2-butanone,8380,good,english,,
L-Phenylalanine chloromethyl ketone,8380,good,english,,
Pcnotaxime group,8381,good,english,,
N-[4-(4-nitrophenylphospho)butyryl]-D-alanine,8383,good,english,,
p-nitrophenyl phosphonobutanoyl D-alanine,8383,good,english,,
"2-(4-{(3S,5S)-5-[(3,3-difluoropyrrolidin-1-yl)carbonyl]pyrrolidin-3-yl}piperazin-1-yl)pyrimidine",8388,good,english,,
Gosogliptin,8388,good,english,inn/usan,UNII
Mardepodect,8393,good,english,inn/usan,UNII
"2-amino-1-methyl-6-phenylimidazo[4,5-b]pyridine",8404,good,english,,
PhIP,8404,good,english,,
3-hydroxyresveratol,8405,good,english,,
"3,3',4,5'-Tetrahydroxystilbene",8405,good,english,,
"3,3',4'5-Tetrahydroxystilbene",8405,good,english,,
"3,5,3',4'-tetrahydroxystilbene",8405,good,english,,
"4-[(E)-2-(3,5-dihydroxyphenyl)vinyl]benzene-1,2-diol",8405,good,english,,
Piceatannol,8405,good,english,,
(−)-platensimycin,8413,good,english,,
N-[4-(4-nitrophenylphospho)butyryl]-L-alanine,8417,good,english,,
p-nitrophenyl phosphonobutanoyl L-alanine,8417,good,english,,
"(1s,4s)-prephenic acid",8433,good,english,,
"cis-1-Carboxy-4-hydroxy-alpha-oxo-2,5-cyclohexadiene-1-propanoic acid",8433,good,english,,
cis-prephenic acid,8433,good,english,,
puromicina,8443,good,spanish,inn,ChemIDplus
Puromycin,8443,good,english,inn/usan,UNII
N-((p-(5-methyl-3-phenyl-4-isoxazolyl)phenyl)sulfonyl)propionamide,8445,good,english,,
Parécoxib,8445,good,french,inn,
Parecoxib,8445,good,english/spanish,inn/usan,WHO MedNet
Parecoxibum,8445,good,latin,inn,
"(2E,4E,6E,8E)-9-(4-Hydroxy-2,3,6-trimethylphenyl)-3,7-dimethyl-2,4,6,8-nonatetraenoic acid",8461,good,english,,
(+)-fluoxetine,8478,good,english,,
(R)-(+)-fluoxetine,8478,good,english,,
(R)-N-methyl-3-(4-trifluoromethylphenoxy)-3-phenylpropylamine,8478,good,english,,
(R)-N-methyl-3-(4-trifluoromethylphenyloxy)-3-(phenyl)propylamine,8478,good,english,,
"(R)-N-methyl-3-phenyl-3-[(α,α,α-trifluoro-p-tolyl)oxy]propylamine",8478,good,english,,
(R)-N-methyl-γ-(4-trifluoromethylphenoxy)-3-phenylpropylamine,8478,good,english,,
(R)-Prozac,8478,good,english,,
"5,6-dichloro-1-beta-D-ribofuranosyl-1H-benzimidazole",8479,good,english,,
2-[2-Chloro-5-(trifluoromethyl)phenyl]-1-(diaminomethylene)guanidine,8484,good,english,,
Efaproxiral,8492,good,english,inn/usan,UNII
(+)-warfarin,8502,good,english,,
(R)-4-Hydroxy-3-(3-oxo-1-phenylbutyl)-2-benzopyrone,8502,good,english,,
(R)-4-Hydroxy-3-(3-oxo-1-phenylbutyl)-2H-1-benzopyran-2-one,8502,good,english,,
4-hydroxy-3-[(1R)-3-oxo-1-phenylbutyl]-2H-chromen-2-one,8502,good,english,,
R-warfarin,8502,good,english,,
"R,R-Warfarin alcohol",8502,good,english,,
Capravirina,8508,good,spanish,inn,
Capravirine,8508,good,english/french,inn/usan,UNII
Capravirinum,8508,good,latin,inn,
(2S)-sakuranetin,8523,good,english,,
"(S)-(−)-4',5-dihydroxy-7-methoxyflavanone",8523,good,english,,
"4',5-dihydroxy-7-methoxyflavanone",8523,good,english,,
5-hydroxy-2-(4-hydroxyphenyl)-7-methoxy-chroman-4-one,8523,good,english,,
"5,4'-Dihydroxy-7-methoxyflavanone",8523,good,english,,
Naringenin 7-methyl ether,8523,good,english,,
(−)-fluoxetine,8550,good,english,,
(S)-(−)-fluoxetine,8550,good,english,,
(S)-N-methyl-3-(4-trifluoromethylphenoxy)-3-phenylpropylamine,8550,good,english,,
(S)-N-methyl-3-(4-trifluoromethylphenyloxy)-3-(phenyl)propylamine,8550,good,english,,
"(S)-N-methyl-3-phenyl-3-[(α,α,α-trifluoro-p-tolyl)oxy]propylamine",8550,good,english,,
(S)-N-methyl-γ-(4-trifluoromethylphenoxy)-3-phenylpropylamine,8550,good,english,,
(S)-Prozac,8550,good,english,,
(alphaS)-alpha-(((5-(3-Methyl-1H-indazol-5-yl)-3-pyridinyl)oxy)methyl)benzeneethanamine,8574,good,english,,
"(E)-3-(4-Hydroxy-3,5-dimethoxyphenyl)-2-propenoic acid",8593,good,english,,
Sinapinate,8593,good,english,,
Sinapinic acid,8593,good,english,,
trans-sinapic acid,8593,good,english,,
Tivirapine,8606,good,english,inn,UNII
Tri-n-butylstannane hydride,8607,good,english,,
Tri-n-butyltin hydride,8607,good,english,,
Tributylstannane,8607,good,english,,
Tributylstannanyl,8607,good,english,,
Tributyltin hydride,8607,good,english,,
"2,4,4'-Trichloro-2'-hydroxydiphenyl ether",8610,good,english,,
"5-Chloro-2-(2,4-dichloro-phenoxy)-phenol",8610,good,english,,
Triclosán,8610,good,spanish,inn,
Triclosan,8610,good,english,inn/usan/usp,UNII
Triclosanum,8610,good,latin,inn,ChEBI
Testosterone 17-hemisuccinate,8625,good,english,,
Testosterone hemisuccinate,8625,good,english,,
Testosterone-17-succinate,8625,good,english,,
(Z)-thiacloprid,8626,good,english,,
"1,3,5-Tricarboxybenzene",8638,good,english,,
5-carboxyisophthalic acid,8638,good,english,,
"Benzene-1,3,5-tricarboxylic acid",8638,good,english,,
Trimesinic acid,8638,good,english,,
Trimesitinic acid,8638,good,english,,
O-(chloroacetylcarbamoyl)fumagillol,8639,good,english,,
O-chloroacetylcarbamoylfumagillol,8639,good,english,,
Dapivirine,8645,good,english,inn/usan,UNII
1H-indole-3-acetamide,8658,good,english,,
3-indoleacetamide,8658,good,english,,
Indole-3-acetamide,8658,good,english,,
1H-indole-3-ethanamine,8659,good,english,,
2-(3-indolyl)ethylamine,8659,good,english,,
3-(2-Aminoethyl)indole,8659,good,english,,
Tryptamine,8659,good,english,,
"1,2,5,8-tetrahydroxyanthracene-9,10-dione",8666,good,english,,
"1,4,5,6-tetrahydroxyanthraquinone",8666,good,english,,
Alizarinbordeaux,8666,good,english,,
Alizarine Bordeaux B,8666,good,english,,
tert-butyl N-[({3-[(1S)-1-(4-hydroxy-2-oxo-2H-chromen-3-yl)propyl]phenyl}carbamoyl)methyl]carbamate,8670,good,english,,
(((1-Chloro-4-hydroxyisoquinolin-3-yl)carbonyl)amino)acetic acid,8693,good,english,,
1-Chloro-N- (hydroxyformylmethyl-4-hydroxyisoquinoline-3-carboxamide,8693,good,english,,
1-Chloro-N-(hydroxyformylmethyl-4-hydroxyisoquinoline-3-carboxamide,8693,good,english,,
2-hendecanone,8694,good,english,,
Methyl nonyl ketone,8694,good,english,,
Rue ketone,8694,good,english,,
Undecan-2-one,8694,good,english,,
Coenzyme Q1,8695,good,english,,
Coenzyme Q5,8695,good,english,,
CoQ1,8695,good,english,,
Ubiquinone 5,8695,good,english,,
Ubiquinone-1,8695,good,english,,
Coenzyme Q2,8696,good,english,,
Ubiquinone 10,8696,good,english,,
Ubiquinone-2,8696,good,english,,
4-hydroxy-3-methoxy methyl benzoate,8717,good,english,,
4-hydroxy-3-methoxybenzoic acid methyl ester,8717,good,english,,
Methyl 3-methoxy-4-hydroxybenzoate,8717,good,english,,
Methyl 4-hydroxy-3-methoxybenzoate,8717,good,english,iupac,
"Vanillic acid, methyl ester",8717,good,english,,
"6-Methoxy-9-methyl-(1,3)dioxolo(4,5-h)quinolin-8(9H)-one",8750,good,english,,
"N,N-Dimethyl-4-aminobenzoic acid",8754,good,english,,
"N,N-Dimethyl-p-aminobenzoic acid",8754,good,english,,
p-Dimethylamino benzoic acid,8754,good,english,,
"p-N,N-(Dimethylamino)benzoic acid",8754,good,english,,
N-Caffeoyltyramine,8760,good,english,,
N-trans-Caffeoyltyramine,8760,good,english,,
trans-N-Caffeoyltyramine,8760,good,english,,
Typheramide,8760,good,english,,
(R)-(+)-trans-N-(4-pyridyl)-4-(1-aminoethyl)-cyclohexanecarboxamide,8762,good,english,,
4-[(1R)-1-aminoethyl]-N-(pyridin-4-yl)cyclohexane-1-carboxamide,8762,good,english,,
Zofenoprilat,8772,good,english/spanish,inn,WHO MedNet
IPADE,8774,good,english,,
Isopentenyl adenine,8774,good,english,,
Isopentenyladenine,8774,good,english,,
N(6)-(delta(2)-Isopentenyl)adenine,8774,good,english,,
N6-(3-methylbut-2-enyl)adenine,8774,good,english,,
N6-(delta2-Isopentenyl)-adenine,8774,good,english,,
N6-dimethylallyladenine,8774,good,english,,
N6-isopentenyladenine,8774,good,english,,
Zopolrestat,8778,good,english,inn/ban/usan,UNII
Zopolrestatum,8778,good,latin,inn,
2-(4-hydroxyphenyl)benzo(b)thiophene-6-ol,8779,good,english,,
Raloxifene core,8779,good,english,,
4-Methyl-2H-1-benzopyran-2-one,8791,good,english,,
Diloxanide,8798,good,english,inn,UNII
Ethyl bis(4-hydroxy-2-oxo-2h-1-benzopyran-3-yl)acetate,8800,good,english,,
Ethyl biscoumacetate,8800,good,english,inn,UNII
Ethyldicoumarol,8800,good,english,,
"(2S,5R,6R)-6-{[(2R)-2-azido-2-phenylacetyl]amino}-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",8801,good,english,,ChEBI
Azidocilina,8801,good,spanish,inn,ChemIDplus
Azidocillin,8801,good,english,inn,UNII
Azidocilline,8801,good,french,inn,ChEBI
Azidocillinum,8801,good,latin,,ChEBI
D-(−)-(α-azidobenzyl)penicillin,8801,good,english,,ChEBI
Pipazetate,8802,good,english,inn,
Pipazetato,8802,good,spanish,inn,
Pipazetatum,8802,good,latin,inn,
Pipazethate,8802,good,english,usan,UNII
2-Carbamoylphenol,8803,good,english,,ChEBI
2-Carboxamidophenol,8803,good,english,,ChEBI
2-Hydroxybenzamide,8803,good,english,iupac,ChEBI
o-hydroxybenzamide,8803,good,english,,
OHB,8803,good,english,,ChEBI
Salicilamida,8803,good,spanish,inn,ChemIDplus
Salicylamide,8803,good,english,inn/jan/usp,UNII
Salicylamidum,8803,good,latin,inn,ChEBI
Salicylic Acid amide,8803,good,english,,ChEBI
"2-(p-Aminobenzenesulfonamido)-4,5-dimethyloxazole",8804,good,english,,ChEBI
"2-(p-Aminobenzolsulfonamido)-4,5-dimethyloxazol",8804,good,german,,ChEBI
"4-Amino-N-(4,5-dimethyl-2-oxazolyl)benzenesulfonamide",8804,good,english,,ChEBI
"4,5-Dimethyl-2-sulfanilamidooxazole",8804,good,english,,
"N(sup 1)-(4,5-Dimethyl-2-oxazolyl)sulfanilamide",8804,good,english,,ChEBI
"N1-(4,5-Dimethyl-2-oxazolyl)sulfanilamide",8804,good,english,,ChEBI
Oxasulfa,8804,good,english,,
"p-Aminobenzenesulfonyl-2-amino-4,5-dimethyloxazole",8804,good,english,,ChEBI
Sulfadimethyloxazole,8804,good,english,,
Sulfamoxol,8804,good,spanish,inn,ChemIDplus
Sulfamoxole,8804,good,english,inn/usan,UNII
Sulfamoxolum,8804,good,latin,inn,ChEBI (ChemIDplus)
Sulphamoxole,8804,good,english,,ChEBI (ChemIDplus)
2-(N-Benzylanilinomethyl)-2-imidazoline,8805,good,english,,
2-(N-Phenyl-N-benzylaminomethyl)imidazoline,8805,good,english,,
"4,5-Dihydro-N-phenyl-N-phenylmethyl-1H-imidazole-2-methanamine",8805,good,english,,
Antazolina,8805,good,spanish,inn,ChemIDplus
Antazoline,8805,good,english/french,inn,ChEMBL
Antazolinum,8805,good,latin,inn,
Chloropyramine,8806,good,english,inn/ban,ChEMBL
Chloropyraminum,8806,good,latin,inn,
Chlorpyramine,8806,good,english,,
Cloropiramina,8806,good,spanish,inn,
Halopyramine,8806,good,english,,
Dimethindene,8807,good,english,,
Dimetindene,8807,good,english,inn,UNII
Dimetindeno,8807,good,spanish,,
Isothipendyl,8808,good,english,inn/ban,UNII
Isothipendylum,8808,good,latin,inn,
Isotipendilo,8808,good,spanish,inn,
Tymazoline,8810,good,english,ban,
19-nortestosterone decanoate,8811,good,english,,
Nandrolone 17β-decanoate,8811,good,english,,
Nandrolone decanoate,8811,good,english,jan/usan/usp,UNII
Methiamide,8812,good,english,,
Metiamida,8812,good,spanish,inn,
Metiamide,8812,good,english,inn/ban/usan,UNII
Metiamidum,8812,good,latin,inn,
Pifatidine,8813,good,english,,
Bopindolol,8814,good,english,inn,UNII
Bopindololum,8814,good,latin,inn,
Bupranolol,8815,good,english,inn,UNII
Bupranololum,8815,good,latin,inn,
DCA,8816,good,english,,
Dichloracetic acid,8816,good,english,,
Dichloroacetate,8816,good,english,,
4-Amino-N-(1-(3-cyclohexen-1-ylmethyl)-4-piperidyl)-2-ethoxy-5-nitrobenzamide,8817,good,english,,
Cinitaprida,8817,good,spanish,inn,
Cinitapride,8817,good,english,inn,UNII
Cinitapridum,8817,good,latin,inn,
Tofisopam,8818,good,english,inn/jan/dcf,UNII
Tofisopamum,8818,good,latin,inn,
Nadroparina,8820,good,spanish,,
Nadroparine,8820,good,english,,
Triflusal,8821,good,english,inn/ban,ChEMBL
Triflusalum,8821,good,latin,inn,
Lurasidona,8823,good,spanish,inn,WHO MedNet
Lurasidone,8823,good,english/french,inn,UNII
Lurasidonum,8823,good,latin,inn,ChEBI
"(1S,2S,3R,5S)-3-(7-((1R,2S)-2-(3,4-Difluorophenyl)cyclopropylamino)-5-(propylthio)-3H-(1,2,3)triazolo(4,5-d)pyrimidin-3-yl)-5-(2-hydroxyethoxy)cyclopentane-1,2-diol",8824,good,english,,ChEBI
Ticagrelor,8824,good,english,inn/ban/usan,UNII
Hyaluronan,8826,good,english,,
Hyaluronate,8826,good,english,,
Tafluprost,8827,good,english,inn/jan/usan,UNII
Ivacaftor,8828,good,english/spanish/french,inn/usan,WHO MedNet
Ivacaftorum,8828,good,latin,inn,ChEBI
"N-(2,4-di-tert-butyl-5-hydroxyphenyl)-4-oxo-1,4-dihydroquinoline-3-carboxamide",8828,good,english,iupac,
Azilsartan,8831,good,english,,
Azilsartan kamedoxomil,8831,good,english,,
Azilsartan médoxomil,8831,good,french,inn,
Azilsartan medoxomil,8831,good,english,inn/usan,UNII
Azilsartán medoxomilo,8831,good,spanish,,
